t,x,y,z,R,G,B,N_x,N_y,N_z,d,ath
9877,307.2500,207.5000,50.0000,125,100,129,0.3945,-0.1824,-0.9006,447.1264,154.2414
9877,366.2500,231.5000,50.0000,125,100,129,0.3976,-0.5251,-0.7525,435.0414,138.8073
9877,398.2500,223.5000,50.0000,125,100,129,0.2295,-0.6146,-0.7547,244.2171,138.9992
9886,305.5000,204.5000,50.0000,126,100,128,0.3766,-0.1588,-0.9127,448.8920,155.8776
9886,361.5000,225.0000,50.0000,126,100,128,0.3857,-0.4984,-0.7764,449.5153,140.9325
9886,391.7500,218.2500,50.0000,126,100,128,0.2224,-0.5942,-0.7730,241.4456,140.6225
9888,305.7500,207.2500,50.0000,126,100,128,0.3966,-0.1834,-0.8995,444.9820,154.0896
9888,364.5000,229.2500,50.0000,126,100,128,0.3944,-0.5271,-0.7527,438.6673,138.8274
9888,394.2500,220.2500,50.0000,126,100,128,0.2213,-0.5938,-0.7735,238.3359,140.6734
9889,306.7500,203.2500,50.0000,126,100,128,0.3545,-0.1266,-0.9265,454.9297,157.8887
9889,364.5000,227.7500,50.0000,126,100,128,0.3885,-0.5028,-0.7722,453.6706,140.5520
9889,399.2500,223.0000,50.0000,126,100,128,0.2228,-0.6182,-0.7538,244.5608,138.9209
9891,307.7500,206.7500,50.0000,126,100,128,0.3921,-0.1875,-0.9006,450.4620,154.2344
9891,367.7500,230.7500,50.0000,126,100,128,0.3848,-0.5142,-0.7665,440.0023,140.0388
9891,396.0000,221.7500,50.0000,126,100,128,0.2252,-0.6166,-0.7544,245.2835,138.9741
9893,309.0000,207.0000,50.0000,126,100,128,0.3802,-0.1758,-0.9081,456.3376,155.2390
9893,365.2500,228.5000,50.0000,126,100,128,0.3861,-0.5196,-0.7622,441.2573,139.6621
9893,398.0000,221.0000,50.0000,126,100,128,0.2158,-0.6022,-0.7686,239.2175,140.2265
9903,308.0000,205.5000,50.0000,126,100,128,0.3751,-0.1563,-0.9137,453.3663,156.0230
9903,367.0000,230.2500,50.0000,126,100,128,0.3825,-0.5124,-0.7689,445.2471,140.2552
9903,396.7500,221.7500,50.0000,126,100,128,0.2254,-0.6153,-0.7554,250.3518,139.0621
9908,306.2500,205.5000,50.0000,126,100,128,0.3798,-0.1582,-0.9114,449.6621,155.7061
9908,364.5000,228.0000,50.0000,126,100,128,0.3838,-0.5177,-0.7646,446.5031,139.8753
9908,393.2500,219.0000,50.0000,126,100,128,0.2202,-0.5931,-0.7744,244.1086,140.7513
9910,306.0000,206.0000,50.0000,126,100,128,0.3827,-0.1652,-0.9090,449.8555,155.3637
9910,367.0000,230.7500,50.0000,126,100,128,0.3853,-0.5198,-0.7625,446.8490,139.6833
9910,396.7500,222.0000,50.0000,126,100,128,0.2267,-0.6106,-0.7588,251.2549,139.3596
9917,305.5000,206.7500,50.0000,126,100,128,0.3872,-0.1810,-0.9041,451.2483,154.6962
9917,366.2500,230.2500,50.0000,126,100,128,0.3828,-0.5152,-0.7668,448.6714,140.0699
9917,394.0000,220.2500,50.0000,126,100,128,0.2271,-0.6104,-0.7589,255.4760,139.3632
9918,303.5000,204.0000,50.0000,126,100,128,0.3648,-0.1416,-0.9203,451.6193,156.9645
9918,364.0000,228.0000,50.0000,126,100,128,0.3832,-0.5053,-0.7732,460.0217,140.6394
9918,394.0000,220.2500,50.0000,126,100,128,0.2271,-0.6104,-0.7589,255.4760,139.3632
9919,303.7500,203.0000,50.0000,126,100,128,0.3626,-0.1381,-0.9217,451.6193,157.1696
9919,362.0000,224.5000,50.0000,126,100,128,0.3766,-0.4955,-0.7827,462.0444,141.5099
9919,392.2500,218.0000,50.0000,126,100,128,0.2203,-0.5919,-0.7753,249.0642,140.8325
9920,305.0000,207.0000,50.0000,126,100,128,0.3859,-0.1803,-0.9048,452.0354,154.7907
9920,363.0000,227.5000,50.0000,126,100,128,0.3835,-0.5175,-0.7649,449.9289,139.9017
9920,391.5000,217.5000,50.0000,126,100,128,0.2204,-0.5899,-0.7768,249.9600,140.9688
9921,305.0000,203.0000,50.0000,126,100,128,0.3529,-0.1302,-0.9266,457.4888,157.9050
9921,361.2500,224.2500,50.0000,126,100,128,0.3774,-0.4933,-0.7837,463.6594,141.6020
9921,393.2500,218.0000,50.0000,126,100,128,0.2187,-0.5964,-0.7723,250.6671,140.5636
9922,305.7500,206.2500,50.0000,126,100,128,0.3845,-0.1797,-0.9055,452.8234,154.8845
9922,366.2500,229.5000,50.0000,126,100,128,0.3767,-0.5084,-0.7743,450.7250,140.7427
9922,394.5000,220.2500,50.0000,126,100,128,0.2268,-0.6105,-0.7588,258.0581,139.3603
9925,305.2500,203.2500,50.0000,126,100,128,0.3527,-0.1328,-0.9263,459.0643,157.8595
9925,364.0000,227.0000,50.0000,126,100,128,0.3761,-0.4960,-0.7826,464.2176,141.5030
9925,396.0000,220.5000,50.0000,126,100,128,0.2245,-0.6157,-0.7554,258.0581,139.0566
9927,308.2500,207.2500,50.0000,126,100,128,0.3730,-0.1824,-0.9097,463.9407,155.4680
9927,365.5000,227.7500,50.0000,126,100,128,0.3769,-0.5177,-0.7681,452.5539,140.1799
9927,396.7500,219.0000,50.0000,126,100,128,0.2103,-0.6010,-0.7711,245.4139,140.4506
9933,305.2500,206.7500,50.0000,126,100,128,0.3805,-0.1779,-0.9075,455.1923,155.1622
9933,365.2500,228.2500,50.0000,126,100,128,0.3791,-0.5222,-0.7639,454.1476,139.8132
9933,397.2500,220.2500,50.0000,126,100,128,0.2154,-0.5940,-0.7751,248.5639,140.8148
9938,302.5000,204.0000,50.0000,126,100,128,0.3610,-0.1471,-0.9209,455.9836,157.0556
9938,364.7500,227.7500,50.0000,126,100,128,0.3781,-0.5052,-0.7758,468.9190,140.8759
9938,399.7500,222.7500,50.0000,126,100,128,0.2226,-0.6114,-0.7594,257.4432,139.4106
9942,306.2500,205.7500,50.0000,126,100,128,0.3788,-0.1773,-0.9084,457.3456,155.2796
9942,368.5000,229.7500,50.0000,126,100,128,0.3680,-0.5096,-0.7777,456.1370,141.0519
9942,398.0000,221.5000,50.0000,126,100,128,0.2215,-0.6119,-0.7593,258.3525,139.4005
9947,305.7500,206.2500,50.0000,126,100,128,0.3775,-0.1767,-0.9090,458.1375,155.3700
9947,368.5000,230.2500,50.0000,126,100,128,0.3708,-0.5170,-0.7715,457.7161,140.4915
9947,398.2500,221.5000,50.0000,126,100,128,0.2212,-0.6109,-0.7602,259.2624,139.4830
9952,304.2500,205.5000,50.0000,126,100,128,0.3751,-0.1658,-0.9120,455.5491,155.7897
9952,366.5000,229.5000,50.0000,126,100,128,0.3705,-0.5122,-0.7748,460.2173,140.7899
9952,400.0000,222.7500,50.0000,126,100,128,0.2244,-0.6076,-0.7618,264.3104,139.6267
9954,308.2500,206.7500,50.0000,126,100,128,0.3624,-0.1733,-0.9158,470.6676,156.3147
9954,368.0000,229.7500,50.0000,126,100,128,0.3691,-0.5146,-0.7739,460.8015,140.7075
9954,401.7500,222.0000,50.0000,126,100,128,0.2167,-0.6205,-0.7537,261.8492,138.9093
9955,308.5000,206.5000,50.0000,126,100,128,0.3624,-0.1733,-0.9158,470.6676,156.3147
9955,368.2500,229.5000,50.0000,126,100,128,0.3666,-0.5111,-0.7774,461.3892,141.0260
9955,402.7500,222.5000,50.0000,126,100,128,0.2167,-0.6205,-0.7537,261.8492,138.9093
9961,308.7500,206.0000,50.0000,127,100,127,0.3563,-0.1630,-0.9201,472.5854,156.9338
9961,369.2500,230.0000,50.0000,127,100,127,0.3655,-0.5138,-0.7761,463.2278,140.9092
9961,404.5000,223.2500,50.0000,127,100,127,0.2129,-0.6221,-0.7534,260.3248,138.8889
9963,303.5000,204.0000,50.0000,127,100,127,0.3511,-0.1530,-0.9237,467.3938,157.4802
9963,366.2500,227.2500,50.0000,127,100,127,0.3678,-0.5018,-0.7829,478.6115,141.5270
9963,403.5000,223.2500,50.0000,127,100,127,0.2150,-0.6176,-0.7565,260.3248,139.1592
9965,304.7500,207.0000,50.0000,127,100,127,0.3741,-0.1850,-0.9088,463.3811,155.3338
9965,371.0000,233.0000,50.0000,127,100,127,0.3708,-0.5247,-0.7663,464.2209,140.0214
9965,404.5000,225.2500,50.0000,127,100,127,0.2224,-0.6314,-0.7429,267.3518,137.9778
9972,306.5000,206.5000,50.0000,127,100,127,0.3621,-0.1713,-0.9163,469.8649,156.3856
9972,365.5000,227.0000,50.0000,127,100,127,0.3660,-0.5174,-0.7735,466.6444,140.6717
9972,397.0000,218.0000,50.0000,127,100,127,0.2077,-0.5943,-0.7769,256.6340,140.9813
9973,308.2500,206.5000,50.0000,127,100,127,0.3556,-0.1682,-0.9194,475.2452,156.8367
9973,365.7500,226.7500,50.0000,127,100,127,0.3635,-0.5139,-0.7770,467.2355,140.9903
9973,398.5000,218.2500,50.0000,127,100,127,0.2057,-0.5984,-0.7744,256.6340,140.7463
9974,302.0000,203.7500,50.0000,127,100,127,0.3453,-0.1364,-0.9285,465.3010,158.2050
9974,365.2500,227.5000,50.0000,127,100,127,0.3707,-0.5081,-0.7774,481.4810,141.0266
9974,403.5000,223.2500,50.0000,127,100,127,0.2168,-0.6131,-0.7597,265.5052,139.4393
9976,302.5000,203.0000,50.0000,127,100,127,0.3485,-0.1438,-0.9262,465.5416,157.8512
9976,362.2500,222.7500,50.0000,127,100,127,0.3618,-0.4959,-0.7894,482.8509,142.1326
9976,395.5000,217.2500,50.0000,127,100,127,0.2073,-0.5862,-0.7832,254.5447,141.5573
9977,302.2500,203.2500,50.0000,127,100,127,0.3519,-0.1514,-0.9237,465.7864,157.4769
9977,360.7500,222.0000,50.0000,127,100,127,0.3600,-0.4875,-0.7955,482.8509,142.6989
9977,394.0000,216.5000,50.0000,127,100,127,0.2097,-0.5852,-0.7833,259.3376,141.5619
9978,304.7500,206.7500,50.0000,127,100,127,0.3664,-0.1733,-0.9142,466.1008,156.0891
9978,367.2500,230.0000,50.0000,127,100,127,0.3672,-0.5163,-0.7737,468.2264,140.6843
9978,398.2500,220.5000,50.0000,127,100,127,0.2195,-0.6127,-0.7593,272.3178,139.3991
9979,304.0000,205.7500,50.0000,127,100,127,0.3720,-0.1760,-0.9114,461.5452,155.6980
9979,364.2500,225.7500,50.0000,127,100,127,0.3608,-0.5073,-0.7826,469.0768,141.4988
9979,394.0000,217.0000,50.0000,127,100,127,0.2120,-0.5846,-0.7831,261.6735,141.5452
9985,305.0000,206.2500,50.0000,127,100,127,0.3630,-0.1699,-0.9162,468.2617,156.3697
9985,366.7500,229.2500,50.0000,127,100,127,0.3625,-0.5090,-0.7807,470.6527,141.3278
9985,399.2500,220.7500,50.0000,127,100,127,0.2201,-0.6124,-0.7593,276.6948,139.4052
9995,303.7500,203.2500,50.0000,127,100,127,0.3361,-0.1369,-0.9318,475.4997,158.7212
9995,369.5000,229.5000,50.0000,127,100,127,0.3594,-0.5007,-0.7875,488.6983,141.9531
9995,408.2500,225.7500,50.0000,127,100,127,0.2172,-0.6380,-0.7388,275.4378,137.6302
9999,302.5000,202.5000,50.0000,127,100,127,0.3399,-0.1385,-0.9302,471.7213,158.4673
9999,362.7500,222.5000,50.0000,127,100,127,0.3528,-0.4890,-0.7977,490.7881,142.9133
9999,400.0000,219.0000,50.0000,127,100,127,0.2059,-0.5896,-0.7810,263.6702,141.3524
10001,303.5000,203.5000,50.0000,127,100,127,0.3371,-0.1432,-0.9305,477.3783,158.5166
10001,368.5000,229.0000,50.0000,127,100,127,0.3566,-0.4943,-0.7928,490.5364,142.4485
10001,408.5000,225.7500,50.0000,127,100,127,0.2196,-0.6390,-0.7372,282.4783,137.4929
10009,305.0000,206.5000,50.0000,127,100,127,0.3591,-0.1757,-0.9166,474.1413,156.4369
10009,367.5000,229.0000,50.0000,127,100,127,0.3542,-0.5076,-0.7854,477.3783,141.7618
10009,406.2500,223.5000,50.0000,127,100,127,0.2167,-0.6129,-0.7599,283.0724,139.4528
10011,301.2500,204.0000,50.0000,127,100,127,0.3430,-0.1520,-0.9270,474.6641,157.9662
10011,359.7500,222.0000,50.0000,127,100,127,0.3547,-0.4861,-0.7987,493.9686,143.0028
10011,395.0000,216.0000,50.0000,127,100,127,0.2093,-0.5872,-0.7820,275.4233,141.4401
10013,309.0000,210.2500,50.0000,127,100,127,0.3776,-0.2265,-0.8978,479.2838,153.8763
10013,369.5000,228.7500,50.0000,127,100,127,0.3508,-0.5320,-0.7707,464.9989,140.4145
10013,399.7500,217.7500,50.0000,127,100,127,0.2013,-0.5916,-0.7807,263.1444,141.3261
10015,308.0000,209.7500,50.0000,127,100,127,0.3848,-0.2301,-0.8939,474.3891,153.3627
10015,374.0000,232.0000,50.0000,127,100,127,0.3490,-0.5349,-0.7695,464.4007,140.3097
10015,401.7500,220.5000,50.0000,127,100,127,0.2080,-0.6074,-0.7667,268.8494,140.0584
10018,307.5000,207.7500,50.0000,127,100,127,0.3653,-0.2060,-0.9078,481.4561,155.2072
10018,369.5000,227.2500,50.0000,127,100,127,0.3473,-0.5210,-0.7797,475.8035,141.2349
10018,401.0000,218.2500,50.0000,127,100,127,0.1992,-0.5944,-0.7791,261.5339,141.1802
10020,307.5000,209.7500,50.0000,127,100,127,0.3739,-0.2065,-0.9042,476.5679,154.7135
10020,376.7500,237.2500,50.0000,127,100,127,0.3570,-0.5432,-0.7599,466.2188,139.4561
10020,409.2500,226.5000,50.0000,127,100,127,0.2191,-0.6437,-0.7332,286.0385,137.1543
10022,306.2500,207.5000,50.0000,127,100,127,0.3611,-0.2006,-0.9107,481.7406,155.6032
10022,370.2500,228.7500,50.0000,127,100,127,0.3477,-0.5147,-0.7837,480.7463,141.6027
10022,402.7500,220.2500,50.0000,127,100,127,0.2045,-0.6102,-0.7654,271.5971,139.9418
10034,306.7500,207.2500,50.0000,127,100,127,0.3529,-0.1877,-0.9166,485.8024,156.4360
10034,371.2500,229.5000,50.0000,127,100,127,0.3468,-0.5219,-0.7794,483.5308,141.2037
10034,404.0000,220.5000,50.0000,127,100,127,0.2033,-0.6129,-0.7635,274.1988,139.7773
10035,305.5000,207.5000,50.0000,127,100,127,0.3645,-0.2038,-0.9086,480.1021,155.3181
10035,369.5000,227.2500,50.0000,127,100,127,0.3443,-0.5199,-0.7817,482.9182,141.4193
10035,400.2500,218.0000,50.0000,127,100,127,0.1995,-0.5921,-0.7808,267.4864,141.3300
10037,307.0000,207.7500,50.0000,127,100,127,0.3570,-0.1975,-0.9130,486.0885,155.9204
10037,369.2500,227.2500,50.0000,127,100,127,0.3457,-0.5221,-0.7797,483.2236,141.2328
10037,401.5000,218.0000,50.0000,127,100,127,0.1970,-0.5941,-0.7798,266.7677,141.2467
10038,307.2500,207.7500,50.0000,127,100,127,0.3611,-0.2074,-0.9092,486.3785,155.3908
10038,369.5000,226.7500,50.0000,127,100,127,0.3419,-0.5181,-0.7840,482.3132,141.6312
10038,401.2500,217.7500,50.0000,127,100,127,0.1964,-0.5923,-0.7814,266.0545,141.3887
10043,308.7500,208.0000,50.0000,128,100,126,0.3525,-0.2025,-0.9137,493.5028,156.0153
10043,370.0000,227.0000,50.0000,128,100,126,0.3408,-0.5198,-0.7833,484.1756,141.5669
10043,403.5000,218.2500,50.0000,128,100,126,0.1944,-0.5981,-0.7775,267.6752,141.0329
10045,304.7500,206.7500,50.0000,128,100,126,0.3582,-0.1968,-0.9127,482.5609,155.8762
10045,371.5000,228.7500,50.0000,128,100,126,0.3402,-0.5136,-0.7877,488.8036,141.9711
10045,405.2500,221.2500,50.0000,128,100,126,0.2029,-0.6087,-0.7670,276.9585,140.0848
10046,304.5000,207.2500,50.0000,128,100,126,0.3572,-0.1941,-0.9136,483.0942,156.0126
10046,371.0000,229.2500,50.0000,128,100,126,0.3453,-0.5213,-0.7804,488.7914,141.2972
10046,404.0000,220.5000,50.0000,128,100,126,0.2023,-0.6068,-0.7687,276.1883,140.2335
10047,305.0000,207.7500,50.0000,128,100,126,0.3574,-0.1960,-0.9132,483.9142,155.9464
10047,370.5000,229.2500,50.0000,128,100,126,0.3462,-0.5228,-0.7790,487.8627,141.1669
10047,402.5000,219.5000,50.0000,128,100,126,0.2020,-0.6059,-0.7695,277.1083,140.3075
10048,305.0000,208.5000,50.0000,128,100,126,0.3625,-0.2089,-0.9083,483.6734,155.2661
10048,369.0000,227.7500,50.0000,128,100,126,0.3461,-0.5245,-0.7779,486.6251,141.0679
10048,400.2500,217.5000,50.0000,128,100,126,0.1976,-0.5929,-0.7806,271.8547,141.3201
10049,306.0000,207.0000,50.0000,128,100,126,0.3591,-0.1982,-0.9120,484.4481,155.7867
10049,369.7500,227.0000,50.0000,128,100,126,0.3387,-0.5149,-0.7875,486.0391,141.9544
10049,400.2500,217.5000,50.0000,128,100,126,0.1976,-0.5929,-0.7806,271.8547,141.3201
10050,305.5000,207.5000,50.0000,128,100,126,0.3630,-0.2063,-0.9087,483.9142,155.3228
10050,369.5000,227.0000,50.0000,128,100,126,0.3400,-0.5170,-0.7856,486.3384,141.7718
10050,399.7500,217.2500,50.0000,128,100,126,0.1976,-0.5898,-0.7830,271.1254,141.5361
10051,304.2500,207.0000,50.0000,128,100,126,0.3535,-0.1904,-0.9159,484.7350,156.3281
10051,370.7500,229.0000,50.0000,128,100,126,0.3439,-0.5192,-0.7824,491.8872,141.4808
10051,402.7500,219.7500,50.0000,128,100,126,0.2029,-0.6087,-0.7670,279.5783,140.0848
10054,305.2500,207.2500,50.0000,128,100,126,0.3566,-0.1952,-0.9137,485.2680,156.0151
10054,369.5000,227.2500,50.0000,128,100,126,0.3413,-0.5206,-0.7826,488.8036,141.4969
10054,400.5000,217.5000,50.0000,128,100,126,0.1973,-0.5920,-0.7814,272.7673,141.3907
10055,308.5000,207.7500,50.0000,128,100,126,0.3468,-0.1976,-0.9169,496.8149,156.4753
10055,369.7500,226.7500,50.0000,128,100,126,0.3377,-0.5150,-0.7878,489.1339,141.9848
10055,403.7500,218.0000,50.0000,128,100,126,0.1934,-0.6005,-0.7759,272.7673,140.8849
10057,306.2500,207.2500,50.0000,128,100,126,0.3465,-0.1883,-0.9190,491.8506,156.7758
10057,368.5000,226.2500,50.0000,128,100,126,0.3404,-0.5191,-0.7840,493.1339,141.6277
10057,401.7500,217.2500,50.0000,128,100,126,0.1938,-0.5933,-0.7813,271.3116,141.3827
10063,309.0000,208.0000,50.0000,128,100,126,0.3486,-0.2055,-0.9145,499.3055,156.1303
10063,377.5000,230.0000,50.0000,128,100,126,0.3389,-0.5484,-0.7645,489.1809,139.8627
10063,411.0000,221.0000,50.0000,128,100,126,0.1799,-0.6029,-0.7773,250.6192,141.0142
10064,308.2500,206.7500,50.0000,128,100,126,0.3365,-0.1809,-0.9242,500.3459,157.5425
10064,369.2500,226.0000,50.0000,128,100,126,0.3357,-0.5152,-0.7885,495.3262,142.0501
10064,404.2500,217.7500,50.0000,128,100,126,0.1914,-0.6000,-0.7767,272.9487,140.9611
10065,305.0000,207.2500,50.0000,128,100,126,0.3544,-0.2003,-0.9134,488.3216,155.9786
10065,369.0000,226.0000,50.0000,128,100,126,0.3370,-0.5190,-0.7855,494.3936,141.7692
10065,400.5000,216.7500,50.0000,128,100,126,0.1941,-0.5881,-0.7851,271.5014,141.7336
10067,305.5000,207.5000,50.0000,128,100,126,0.3559,-0.2023,-0.9124,488.8486,155.8336
10067,367.7500,226.0000,50.0000,128,100,126,0.3343,-0.5069,-0.7945,491.9319,142.6109
10067,399.2500,216.5000,50.0000,128,100,126,0.1990,-0.5913,-0.7815,283.8662,141.4004
10069,302.7500,204.5000,50.0000,128,100,126,0.3369,-0.1665,-0.9267,489.3772,157.9240
10069,366.7500,224.0000,50.0000,128,100,126,0.3355,-0.5001,-0.7983,507.3786,142.9698
10069,401.0000,217.2500,50.0000,128,100,126,0.1950,-0.5909,-0.7828,276.4236,141.5220
10071,305.7500,207.5000,50.0000,128,100,126,0.3449,-0.1912,-0.9190,495.1576,156.7731
10071,371.2500,228.7500,50.0000,128,100,126,0.3390,-0.5202,-0.7839,497.1619,141.6197
10071,409.5000,221.7500,50.0000,128,100,126,0.1971,-0.6091,-0.7682,281.7162,140.1930
10073,308.7500,208.0000,50.0000,128,100,126,0.3441,-0.2035,-0.9166,502.1205,156.4392
10073,370.2500,226.5000,50.0000,128,100,126,0.3312,-0.5121,-0.7925,494.1457,142.4218
10073,405.0000,218.0000,50.0000,128,100,126,0.1911,-0.6013,-0.7758,278.0809,140.8816
10077,308.2500,207.2500,50.0000,128,100,126,0.3371,-0.1885,-0.9224,503.1511,157.2802
10077,371.7500,228.0000,50.0000,128,100,126,0.3316,-0.5125,-0.7920,498.7635,142.3756
10077,409.2500,220.7500,50.0000,128,100,126,0.1951,-0.6140,-0.7648,284.3413,139.8921
10078,308.2500,207.7500,50.0000,128,100,126,0.3418,-0.2006,-0.9181,502.9553,156.6477
10078,371.7500,227.7500,50.0000,128,100,126,0.3302,-0.5122,-0.7929,497.2424,142.4538
10078,408.5000,220.2500,50.0000,128,100,126,0.1945,-0.6120,-0.7666,283.5630,140.0462
10085,301.7500,204.2500,50.0000,128,100,126,0.3317,-0.1658,-0.9287,493.8066,158.2333
10085,367.2500,223.7500,50.0000,128,100,126,0.3326,-0.5019,-0.7984,515.4425,142.9786
10085,403.2500,217.7500,50.0000,128,100,126,0.1936,-0.5925,-0.7819,279.9161,141.4393
10088,304.2500,206.7500,50.0000,128,100,126,0.3445,-0.1889,-0.9196,494.3298,156.8677
10088,367.0000,225.0000,50.0000,128,100,126,0.3311,-0.5071,-0.7958,503.3885,142.7276
10088,400.0000,216.0000,50.0000,128,100,126,0.1950,-0.5878,-0.7852,286.0280,141.7365
10089,308.0000,207.2500,50.0000,128,100,126,0.3331,-0.1843,-0.9247,506.1670,157.6254
10089,368.0000,225.2500,50.0000,128,100,126,0.3292,-0.5076,-0.7962,502.7962,142.7703
10089,403.7500,216.7500,50.0000,128,100,126,0.1907,-0.5962,-0.7798,284.3466,141.2454
10092,308.5000,208.2500,50.0000,128,100,126,0.3403,-0.2049,-0.9177,507.1380,156.5921
10092,370.7500,226.7500,50.0000,128,100,126,0.3276,-0.5118,-0.7942,500.9850,142.5772
10092,406.0000,218.0000,50.0000,128,100,126,0.1899,-0.6028,-0.7749,284.1830,140.7987
10093,304.0000,207.2500,50.0000,128,100,126,0.3423,-0.1877,-0.9207,495.9859,157.0218
10093,371.2500,228.7500,50.0000,128,100,126,0.3348,-0.5208,-0.7853,504.9208,141.7474
10093,404.7500,219.2500,50.0000,128,100,126,0.1974,-0.6070,-0.7698,290.5529,140.3343
10095,306.0000,208.0000,50.0000,128,100,126,0.3439,-0.2063,-0.9161,501.9323,156.3582
10095,369.2500,225.7500,50.0000,128,100,126,0.3289,-0.5135,-0.7925,504.6662,142.4216
10095,403.7500,217.0000,50.0000,128,100,126,0.1896,-0.5938,-0.7820,281.9255,141.4401
10102,306.2500,207.7500,50.0000,128,100,126,0.3429,-0.2050,-0.9167,503.2792,156.4538
10102,373.7500,229.0000,50.0000,128,100,126,0.3257,-0.5137,-0.7937,505.9565,142.5364
10102,407.7500,220.2500,50.0000,128,100,126,0.1967,-0.6161,-0.7627,294.8237,139.7033
10103,301.5000,205.0000,50.0000,128,100,126,0.3271,-0.1636,-0.9307,498.4747,158.5461
10103,370.0000,227.0000,50.0000,128,100,126,0.3333,-0.5093,-0.7934,519.7855,142.5075
10103,409.2500,221.2500,50.0000,128,100,126,0.1975,-0.6103,-0.7671,294.0153,140.0952
10104,303.7500,205.0000,50.0000,128,100,126,0.3249,-0.1702,-0.9303,505.1386,158.4829
10104,368.0000,224.0000,50.0000,128,100,126,0.3276,-0.5020,-0.8004,519.4940,143.1699
10104,405.0000,217.5000,50.0000,128,100,126,0.1897,-0.5970,-0.7795,285.2683,141.2144
10107,309.7500,207.5000,50.0000,128,100,126,0.3235,-0.1905,-0.9268,519.4247,157.9473
10107,377.0000,228.2500,50.0000,128,100,126,0.3286,-0.5428,-0.7729,509.9931,140.6138
10107,415.7500,220.7500,50.0000,128,100,126,0.1722,-0.6071,-0.7758,260.1307,140.8756
10111,304.2500,206.2500,50.0000,128,100,126,0.3396,-0.1919,-0.9208,500.4528,157.0427
10111,369.5000,225.0000,50.0000,128,100,126,0.3216,-0.5054,-0.8008,511.8681,143.2019
10111,404.5000,217.5000,50.0000,128,100,126,0.1904,-0.5907,-0.7841,288.0365,141.6350
10112,304.2500,207.0000,50.0000,128,100,126,0.3444,-0.2044,-0.9163,500.2599,156.3945
10112,369.7500,225.2500,50.0000,128,100,126,0.3215,-0.5071,-0.7997,510.6437,143.0967
10112,404.5000,217.5000,50.0000,128,100,126,0.1904,-0.5907,-0.7841,288.0365,141.6350
10113,303.0000,204.0000,50.0000,128,100,126,0.3151,-0.1537,-0.9365,507.3224,159.4737
10113,366.2500,222.5000,50.0000,128,100,126,0.3247,-0.4945,-0.8063,526.9383,143.7339
10113,406.0000,217.5000,50.0000,128,100,126,0.1878,-0.5935,-0.7826,287.2786,141.5025
10116,308.2500,208.2500,50.0000,128,100,126,0.3346,-0.2051,-0.9198,513.8609,156.8919
10116,371.2500,226.5000,50.0000,128,100,126,0.3219,-0.5116,-0.7967,509.4203,142.8139
10116,408.2500,218.2500,50.0000,128,100,126,0.1875,-0.6027,-0.7756,290.4927,140.8611
10118,304.0000,207.0000,50.0000,129,100,125,0.3401,-0.1981,-0.9193,502.4430,156.8241
10118,369.7500,225.5000,50.0000,129,100,125,0.3233,-0.5113,-0.7963,514.3199,142.7786
10118,404.0000,217.0000,50.0000,129,100,125,0.1896,-0.5911,-0.7840,288.9602,141.6298
10119,312.5000,210.7500,50.0000,129,100,125,0.3381,-0.2265,-0.9134,522.3150,155.9830
10119,381.7500,231.7500,50.0000,129,100,125,0.3265,-0.5643,-0.7583,498.7284,139.3138
10119,418.2500,221.5000,50.0000,129,100,125,0.1687,-0.6072,-0.7765,258.8359,140.9395
10120,304.2500,207.7500,50.0000,129,100,125,0.3450,-0.2100,-0.9148,502.7693,156.1795
10120,373.5000,228.7500,50.0000,129,100,125,0.3231,-0.5150,-0.7940,511.8681,142.5583
10120,407.2500,219.7500,50.0000,129,100,125,0.1957,-0.6102,-0.7677,299.4929,140.1473
10122,302.5000,204.5000,50.0000,129,100,125,0.3258,-0.1705,-0.9300,504.3035,158.4287
10122,368.5000,223.7500,50.0000,129,100,125,0.3214,-0.4990,-0.8048,524.5055,143.5908
10122,404.7500,217.2500,50.0000,129,100,125,0.1894,-0.5933,-0.7824,290.6493,141.4809
10125,302.7500,204.5000,50.0000,129,100,125,0.3165,-0.1621,-0.9347,510.1617,159.1721
10125,364.7500,221.7500,50.0000,129,100,125,0.3206,-0.4870,-0.8124,529.4393,144.3352
10125,403.5000,216.0000,50.0000,129,100,125,0.1895,-0.5919,-0.7834,296.8367,141.5770
10136,301.0000,204.2500,50.0000,129,100,125,0.3179,-0.1609,-0.9344,507.6475,159.1290
10136,370.0000,225.7500,50.0000,129,100,125,0.3208,-0.4963,-0.8067,533.4801,143.7725
10136,409.2500,220.2500,50.0000,129,100,125,0.1955,-0.6115,-0.7667,307.5874,140.0584
10144,313.0000,210.0000,50.0000,129,100,125,0.3291,-0.2152,-0.9194,529.7367,156.8432
10144,385.0000,233.7500,50.0000,129,100,125,0.3181,-0.5590,-0.7657,506.6646,139.9692
10144,422.7500,224.0000,50.0000,129,100,125,0.1750,-0.6277,-0.7585,277.5176,139.3307
10145,308.0000,208.0000,50.0000,129,100,125,0.3271,-0.2040,-0.9227,522.3150,157.3259
10145,379.7500,229.2500,50.0000,129,100,125,0.3193,-0.5470,-0.7738,519.4776,140.6998
10145,418.2500,221.5000,50.0000,129,100,125,0.1724,-0.6048,-0.7775,270.2166,141.0290
