t,x,y,z,R,G,B,N_x,N_y,N_z,d,ath
2932,305.0000,154.5000,50.0000,37,100,217,-0.0633,0.4312,-0.9000,535.7583,154.1612
2932,228.0000,191.2500,50.0000,37,100,217,0.1764,0.6677,-0.7232,516.9071,136.3184
2932,209.7500,220.0000,50.0000,37,100,217,0.3275,0.5933,-0.7354,234.3886,137.3372
2933,299.5000,155.2500,50.0000,37,100,217,-0.0472,0.4760,-0.8782,535.7583,151.4258
2933,222.5000,192.0000,50.0000,37,100,217,0.1869,0.6751,-0.7136,496.3728,135.5322
2933,209.7500,220.0000,50.0000,37,100,217,0.3275,0.5933,-0.7354,234.3886,137.3372
2936,299.5000,155.2500,50.0000,37,100,217,-0.0472,0.4760,-0.8782,535.7583,151.4258
2936,222.5000,192.0000,50.0000,37,100,217,0.1869,0.6751,-0.7136,496.3728,135.5322
2936,209.7500,220.0000,50.0000,37,100,217,0.3275,0.5933,-0.7354,234.3886,137.3372
2940,305.0000,154.5000,50.0000,37,100,217,-0.0633,0.4312,-0.9000,535.7583,154.1612
2940,233.0000,189.5000,50.0000,37,100,217,0.1664,0.6542,-0.7377,516.9071,137.5397
2940,214.7500,218.2500,50.0000,37,100,217,0.3180,0.5946,-0.7385,247.4449,137.6031
2943,302.7500,154.7500,50.0000,37,100,217,-0.0571,0.4488,-0.8918,535.7583,153.1007
2943,230.7500,189.7500,50.0000,37,100,217,0.1713,0.6580,-0.7333,508.5912,137.1617
2943,214.7500,218.2500,50.0000,37,100,217,0.3180,0.5946,-0.7385,247.4449,137.6031
2944,302.7500,154.7500,50.0000,37,100,217,-0.0571,0.4488,-0.8918,535.7583,153.1007
2944,230.7500,189.7500,50.0000,37,100,217,0.1713,0.6580,-0.7333,508.5912,137.1617
2944,214.7500,218.2500,50.0000,37,100,217,0.3180,0.5946,-0.7385,247.4449,137.6031
2946,302.7500,154.7500,50.0000,37,100,217,-0.0571,0.4488,-0.8918,535.7583,153.1007
2946,230.7500,189.7500,50.0000,37,100,217,0.1713,0.6580,-0.7333,508.5912,137.1617
2946,214.7500,218.2500,50.0000,37,100,217,0.3180,0.5946,-0.7385,247.4449,137.6031
2948,306.7500,155.0000,50.0000,37,100,217,-0.0687,0.4159,-0.9068,535.7583,155.0662
2948,237.0000,189.7500,50.0000,37,100,217,0.1620,0.6427,-0.7488,523.0564,138.4889
2948,222.2500,216.0000,50.0000,37,100,217,0.3127,0.5847,-0.7485,242.3159,138.4646
2950,307.0000,155.0000,50.0000,37,100,217,-0.0691,0.4146,-0.9074,535.7583,155.1430
2950,237.2500,189.7500,50.0000,37,100,217,0.1612,0.6420,-0.7496,523.9322,138.5547
2950,222.2500,216.0000,50.0000,37,100,217,0.3127,0.5847,-0.7485,242.3159,138.4646
2954,307.0000,155.0000,50.0000,37,100,217,-0.0691,0.4146,-0.9074,535.7583,155.1430
2954,239.5000,189.5000,50.0000,37,100,217,0.1612,0.6420,-0.7496,523.9322,138.5547
2954,222.7500,216.5000,50.0000,37,100,217,0.3076,0.5750,-0.7581,237.4216,139.2979
2956,307.0000,155.0000,50.0000,37,100,217,-0.0691,0.4146,-0.9074,535.7583,155.1430
2956,239.5000,189.5000,50.0000,37,100,217,0.1612,0.6420,-0.7496,523.9322,138.5547
2956,222.7500,216.5000,50.0000,37,100,217,0.3076,0.5750,-0.7581,237.4216,139.2979
2957,307.0000,155.0000,50.0000,37,100,217,-0.0691,0.4146,-0.9074,535.7583,155.1430
2957,239.2500,189.5000,50.0000,37,100,217,0.1612,0.6420,-0.7496,523.9322,138.5547
2957,222.5000,216.5000,50.0000,37,100,217,0.3083,0.5764,-0.7568,237.8655,139.1827
2958,307.0000,155.0000,50.0000,37,100,217,-0.0691,0.4146,-0.9074,535.7583,155.1430
2958,239.2500,189.5000,50.0000,37,100,217,0.1612,0.6420,-0.7496,523.9322,138.5547
2958,222.5000,216.5000,50.0000,37,100,217,0.3083,0.5764,-0.7568,237.8655,139.1827
2959,307.0000,155.0000,50.0000,37,100,217,-0.0691,0.4146,-0.9074,535.7583,155.1430
2959,239.5000,189.5000,50.0000,37,100,217,0.1612,0.6420,-0.7496,523.9322,138.5547
2959,222.7500,216.5000,50.0000,37,100,217,0.3076,0.5750,-0.7581,237.4216,139.2979
2960,307.0000,155.0000,50.0000,37,100,217,-0.0691,0.4146,-0.9074,535.7583,155.1430
2960,239.5000,189.5000,50.0000,37,100,217,0.1612,0.6420,-0.7496,523.9322,138.5547
2960,222.7500,216.5000,50.0000,37,100,217,0.3076,0.5750,-0.7581,237.4216,139.2979
2963,303.0000,155.5000,50.0000,37,100,217,-0.0571,0.4488,-0.8918,535.7583,153.1007
2963,232.7500,191.0000,50.0000,37,100,217,0.1735,0.6543,-0.7361,509.0668,137.3999
2963,220.0000,217.5000,50.0000,37,100,217,0.3126,0.5719,-0.7584,229.5474,139.3271
2966,302.7500,155.5000,50.0000,37,100,217,-0.0567,0.4498,-0.8913,535.7583,153.0404
2966,232.5000,191.0000,50.0000,37,100,217,0.1745,0.6549,-0.7353,508.1968,137.3291
2966,220.0000,217.5000,50.0000,37,100,217,0.3126,0.5719,-0.7584,229.5474,139.3271
2969,302.7500,155.5000,50.0000,37,100,217,-0.0567,0.4498,-0.8913,535.7583,153.0404
2969,232.5000,191.0000,50.0000,37,100,217,0.1745,0.6549,-0.7353,508.1968,137.3291
2969,220.0000,217.5000,50.0000,37,100,217,0.3126,0.5719,-0.7584,229.5474,139.3271
2970,304.5000,155.2500,50.0000,37,100,217,-0.0621,0.4346,-0.8985,535.7583,153.9566
2970,238.7500,189.0000,50.0000,37,100,217,0.1612,0.6389,-0.7522,514.7446,138.7787
2970,224.5000,215.7500,50.0000,37,100,217,0.3058,0.5762,-0.7580,242.9506,139.2868
2978,308.5000,154.7500,50.0000,37,100,217,-0.0747,0.3984,-0.9142,535.7583,156.0854
2978,239.0000,189.0000,50.0000,37,100,217,0.1543,0.6334,-0.7583,529.6357,139.3167
2978,220.2500,216.5000,50.0000,37,100,217,0.3139,0.5914,-0.7428,251.7499,137.9692
2979,308.5000,154.7500,50.0000,37,100,217,-0.0747,0.3984,-0.9142,535.7583,156.0854
2979,239.0000,189.0000,50.0000,37,100,217,0.1543,0.6334,-0.7583,529.6357,139.3167
2979,220.2500,216.5000,50.0000,37,100,217,0.3139,0.5914,-0.7428,251.7499,137.9692
2984,306.5000,155.5000,50.0000,38,100,216,-0.0730,0.4074,-0.9103,536.2126,155.5472
2984,235.0000,190.5000,50.0000,38,100,216,0.1667,0.6480,-0.7432,521.3061,138.0028
2984,218.5000,217.7500,50.0000,38,100,216,0.3154,0.5777,-0.7528,234.5208,138.8347
2985,306.5000,155.5000,50.0000,38,100,216,-0.0730,0.4074,-0.9103,536.2126,155.5472
2985,235.0000,190.5000,50.0000,38,100,216,0.1667,0.6480,-0.7432,521.3061,138.0028
2985,218.5000,217.7500,50.0000,38,100,216,0.3154,0.5777,-0.7528,234.5208,138.8347
2986,306.5000,155.5000,50.0000,38,100,216,-0.0730,0.4074,-0.9103,536.2126,155.5472
2986,235.0000,190.5000,50.0000,38,100,216,0.1667,0.6480,-0.7432,521.3061,138.0028
2986,218.5000,217.7500,50.0000,38,100,216,0.3154,0.5777,-0.7528,234.5208,138.8347
2989,306.5000,155.5000,50.0000,38,100,216,-0.0730,0.4074,-0.9103,536.2126,155.5472
2989,235.0000,190.5000,50.0000,38,100,216,0.1667,0.6480,-0.7432,521.3061,138.0028
2989,218.5000,217.7500,50.0000,38,100,216,0.3154,0.5777,-0.7528,234.5208,138.8347
2990,306.5000,155.5000,50.0000,38,100,216,-0.0730,0.4074,-0.9103,536.2126,155.5472
2990,235.0000,190.5000,50.0000,38,100,216,0.1667,0.6480,-0.7432,521.3061,138.0028
2990,218.5000,217.7500,50.0000,38,100,216,0.3154,0.5777,-0.7528,234.5208,138.8347
2991,306.5000,155.5000,50.0000,38,100,216,-0.0730,0.4074,-0.9103,536.2126,155.5472
2991,235.0000,190.5000,50.0000,38,100,216,0.1667,0.6480,-0.7432,521.3061,138.0028
2991,218.5000,217.7500,50.0000,38,100,216,0.3154,0.5777,-0.7528,234.5208,138.8347
2993,304.2500,155.7500,50.0000,38,100,216,-0.0667,0.4260,-0.9023,536.2126,154.4600
2993,231.0000,191.0000,50.0000,38,100,216,0.1713,0.6514,-0.7391,513.0010,137.6588
2993,216.7500,218.0000,50.0000,38,100,216,0.3193,0.5849,-0.7456,238.4324,138.2122
2995,304.2500,155.7500,50.0000,38,100,216,-0.0667,0.4260,-0.9023,536.2126,154.4600
2995,231.0000,191.0000,50.0000,38,100,216,0.1713,0.6514,-0.7391,513.0010,137.6588
2995,216.7500,218.0000,50.0000,38,100,216,0.3193,0.5849,-0.7456,238.4324,138.2122
2997,304.2500,155.7500,50.0000,38,100,216,-0.0667,0.4260,-0.9023,536.2126,154.4600
2997,231.0000,191.0000,50.0000,38,100,216,0.1713,0.6514,-0.7391,513.0010,137.6588
2997,216.7500,218.0000,50.0000,38,100,216,0.3193,0.5849,-0.7456,238.4324,138.2122
2998,304.2500,155.7500,50.0000,38,100,216,-0.0667,0.4260,-0.9023,536.2126,154.4600
2998,231.0000,191.0000,50.0000,38,100,216,0.1713,0.6514,-0.7391,513.0010,137.6588
2998,216.7500,218.0000,50.0000,38,100,216,0.3193,0.5849,-0.7456,238.4324,138.2122
2999,304.2500,155.7500,50.0000,38,100,216,-0.0667,0.4260,-0.9023,536.2126,154.4600
2999,231.0000,191.0000,50.0000,38,100,216,0.1713,0.6514,-0.7391,513.0010,137.6588
2999,216.7500,218.0000,50.0000,38,100,216,0.3193,0.5849,-0.7456,238.4324,138.2122
3001,305.5000,154.7500,50.0000,38,100,216,-0.0679,0.4339,-0.8984,530.4800,153.9473
3001,231.0000,191.0000,50.0000,38,100,216,0.1713,0.6514,-0.7391,513.0010,137.6588
3001,218.0000,217.0000,50.0000,38,100,216,0.3139,0.5835,-0.7490,238.4324,138.5029
3004,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3004,234.0000,189.0000,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3004,216.7500,216.5000,50.0000,38,100,216,0.3082,0.5953,-0.7420,256.1094,137.9033
3007,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3007,234.0000,189.0000,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3007,216.7500,216.5000,50.0000,38,100,216,0.3082,0.5953,-0.7420,256.1094,137.9033
3009,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3009,234.0000,189.0000,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3009,216.7500,216.5000,50.0000,38,100,216,0.3082,0.5953,-0.7420,256.1094,137.9033
3010,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3010,234.0000,189.0000,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3010,216.7500,216.5000,50.0000,38,100,216,0.3082,0.5953,-0.7420,256.1094,137.9033
3012,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3012,238.5000,188.5000,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3012,224.0000,215.0000,50.0000,38,100,216,0.2984,0.5765,-0.7607,245.6013,139.5238
3013,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3013,236.5000,188.7500,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3013,222.0000,215.2500,50.0000,38,100,216,0.3026,0.5845,-0.7529,250.2499,138.8409
3014,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3014,236.5000,188.7500,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3014,222.0000,215.2500,50.0000,38,100,216,0.3026,0.5845,-0.7529,250.2499,138.8409
3015,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3015,236.5000,188.7500,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3015,222.0000,215.2500,50.0000,38,100,216,0.3026,0.5845,-0.7529,250.2499,138.8409
3016,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3016,234.7500,189.0000,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3016,220.2500,215.5000,50.0000,38,100,216,0.3061,0.5913,-0.7461,254.5525,138.2560
3017,307.7500,153.2500,50.0000,38,100,216,-0.0741,0.4249,-0.9022,525.9525,154.4491
3017,234.7500,189.0000,50.0000,38,100,216,0.1629,0.6459,-0.7458,518.6675,138.2321
3017,220.2500,215.5000,50.0000,38,100,216,0.3061,0.5913,-0.7461,254.5525,138.2560
3024,306.5000,153.7500,50.0000,38,100,216,-0.0697,0.4262,-0.9019,530.7221,154.4152
3024,231.5000,190.0000,50.0000,38,100,216,0.1691,0.6537,-0.7376,517.7924,137.5312
3024,216.2500,217.2500,50.0000,38,100,216,0.3157,0.5915,-0.7419,246.4569,137.8926
3031,306.2500,153.2500,50.0000,38,100,216,-0.0642,0.4376,-0.8969,530.2613,153.7532
3031,231.5000,190.0000,50.0000,38,100,216,0.1691,0.6537,-0.7376,517.7924,137.5312
3031,216.2500,217.2500,50.0000,38,100,216,0.3157,0.5915,-0.7419,246.4569,137.8926
3032,306.2500,153.2500,50.0000,38,100,216,-0.0642,0.4376,-0.8969,530.2613,153.7532
3032,234.0000,189.7500,50.0000,38,100,216,0.1691,0.6537,-0.7376,517.7924,137.5312
3032,218.2500,217.2500,50.0000,38,100,216,0.3098,0.5804,-0.7531,240.9191,138.8598
3035,306.5000,153.7500,50.0000,38,100,216,-0.0697,0.4262,-0.9019,530.7221,154.4152
3035,234.0000,189.7500,50.0000,38,100,216,0.1691,0.6537,-0.7376,517.7924,137.5312
3035,218.2500,217.2500,50.0000,38,100,216,0.3098,0.5804,-0.7531,240.9191,138.8598
3036,306.5000,153.7500,50.0000,38,100,216,-0.0697,0.4262,-0.9019,530.7221,154.4152
3036,234.0000,189.7500,50.0000,38,100,216,0.1691,0.6537,-0.7376,517.7924,137.5312
3036,218.2500,217.2500,50.0000,38,100,216,0.3098,0.5804,-0.7531,240.9191,138.8598
3041,308.2500,153.5000,50.0000,38,100,216,-0.0755,0.4093,-0.9093,530.7221,155.4050
3041,236.2500,189.2500,50.0000,38,100,216,0.1642,0.6487,-0.7431,524.3672,137.9948
3041,218.7500,217.0000,50.0000,38,100,216,0.3096,0.5805,-0.7531,242.6293,138.8600
3042,308.2500,153.5000,50.0000,38,100,216,-0.0755,0.4093,-0.9093,530.7221,155.4050
3042,236.2500,189.2500,50.0000,38,100,216,0.1642,0.6487,-0.7431,524.3672,137.9948
3042,218.7500,217.0000,50.0000,38,100,216,0.3096,0.5805,-0.7531,242.6293,138.8600
3043,308.2500,153.5000,50.0000,38,100,216,-0.0755,0.4093,-0.9093,530.7221,155.4050
3043,236.2500,189.2500,50.0000,38,100,216,0.1642,0.6487,-0.7431,524.3672,137.9948
3043,218.7500,217.0000,50.0000,38,100,216,0.3096,0.5805,-0.7531,242.6293,138.8600
3047,308.2500,153.5000,50.0000,38,100,216,-0.0755,0.4093,-0.9093,530.7221,155.4050
3047,236.2500,189.2500,50.0000,38,100,216,0.1642,0.6487,-0.7431,524.3672,137.9948
3047,218.7500,217.0000,50.0000,38,100,216,0.3096,0.5805,-0.7531,242.6293,138.8600
3049,308.5000,154.2500,50.0000,38,100,216,-0.0755,0.4093,-0.9093,530.7221,155.4050
3049,238.7500,189.7500,50.0000,38,100,216,0.1617,0.6387,-0.7523,524.8209,138.7915
3049,221.0000,216.7500,50.0000,38,100,216,0.3045,0.5710,-0.7624,237.7751,139.6778
3053,308.5000,154.2500,50.0000,38,100,216,-0.0755,0.4093,-0.9093,530.7221,155.4050
3053,237.0000,190.0000,50.0000,38,100,216,0.1617,0.6387,-0.7523,524.8209,138.7915
3053,218.7500,217.2500,50.0000,38,100,216,0.3082,0.5778,-0.7558,241.7044,139.0923
3054,308.5000,154.2500,50.0000,38,100,216,-0.0755,0.4093,-0.9093,530.7221,155.4050
3054,237.0000,190.0000,50.0000,38,100,216,0.1617,0.6387,-0.7523,524.8209,138.7915
3054,218.7500,217.2500,50.0000,38,100,216,0.3082,0.5778,-0.7558,241.7044,139.0923
3060,308.2500,154.2500,50.0000,39,100,215,-0.0750,0.4107,-0.9087,530.7221,155.3241
3060,237.2500,189.7500,50.0000,39,100,215,0.1605,0.6365,-0.7544,523.9466,138.9723
3060,219.2500,217.0000,50.0000,39,100,215,0.3080,0.5779,-0.7558,243.4132,139.0923
3061,308.2500,154.2500,50.0000,39,100,215,-0.0750,0.4107,-0.9087,530.7221,155.3241
3061,237.2500,189.7500,50.0000,39,100,215,0.1605,0.6365,-0.7544,523.9466,138.9723
3061,219.2500,217.0000,50.0000,39,100,215,0.3080,0.5779,-0.7558,243.4132,139.0923
3062,308.2500,154.2500,50.0000,39,100,215,-0.0750,0.4107,-0.9087,530.7221,155.3241
3062,237.2500,189.7500,50.0000,39,100,215,0.1605,0.6365,-0.7544,523.9466,138.9723
3062,219.2500,217.0000,50.0000,39,100,215,0.3080,0.5779,-0.7558,243.4132,139.0923
3063,306.0000,154.5000,50.0000,39,100,215,-0.0685,0.4299,-0.9003,530.7221,154.1973
3063,235.0000,190.0000,50.0000,39,100,215,0.1650,0.6400,-0.7505,515.6452,138.6296
3063,219.2500,217.0000,50.0000,39,100,215,0.3080,0.5779,-0.7558,243.4132,139.0923
3065,306.0000,154.5000,50.0000,39,100,215,-0.0685,0.4299,-0.9003,530.7221,154.1973
3065,235.0000,190.0000,50.0000,39,100,215,0.1650,0.6400,-0.7505,515.6452,138.6296
3065,219.2500,217.0000,50.0000,39,100,215,0.3080,0.5779,-0.7558,243.4132,139.0923
3066,306.0000,154.5000,50.0000,39,100,215,-0.0685,0.4299,-0.9003,530.7221,154.1973
3066,235.0000,190.0000,50.0000,39,100,215,0.1650,0.6400,-0.7505,515.6452,138.6296
3066,219.2500,217.0000,50.0000,39,100,215,0.3080,0.5779,-0.7558,243.4132,139.0923
3070,305.7500,154.0000,50.0000,39,100,215,-0.0630,0.4410,-0.8953,530.2613,153.5445
3070,233.2500,190.2500,50.0000,39,100,215,0.1650,0.6400,-0.7505,515.6452,138.6296
3070,217.5000,217.2500,50.0000,39,100,215,0.3117,0.5848,-0.7489,247.5157,138.4931
3071,305.7500,154.0000,50.0000,39,100,215,-0.0630,0.4410,-0.8953,530.2613,153.5445
3071,233.2500,190.2500,50.0000,39,100,215,0.1650,0.6400,-0.7505,515.6452,138.6296
3071,217.5000,217.2500,50.0000,39,100,215,0.3117,0.5848,-0.7489,247.5157,138.4931
3072,305.7500,154.0000,50.0000,39,100,215,-0.0630,0.4410,-0.8953,530.2613,153.5445
3072,233.2500,190.2500,50.0000,39,100,215,0.1650,0.6400,-0.7505,515.6452,138.6296
3072,217.5000,217.2500,50.0000,39,100,215,0.3117,0.5848,-0.7489,247.5157,138.4931
3080,306.7500,155.0000,50.0000,39,100,215,-0.0731,0.4077,-0.9102,535.2616,155.5299
3080,237.2500,189.7500,50.0000,39,100,215,0.1622,0.6379,-0.7529,522.1992,138.8408
3080,218.7500,217.7500,50.0000,39,100,215,0.3100,0.5761,-0.7563,242.4912,139.1411
3085,304.2500,155.2500,50.0000,39,100,215,-0.0663,0.4274,-0.9016,535.2616,154.3755
3085,234.7500,190.0000,50.0000,39,100,215,0.1678,0.6422,-0.7480,513.0351,138.4157
3085,218.7500,217.7500,50.0000,39,100,215,0.3100,0.5761,-0.7563,242.4912,139.1411
3087,304.2500,155.2500,50.0000,39,100,215,-0.0663,0.4274,-0.9016,535.2616,154.3755
3087,233.0000,190.2500,50.0000,39,100,215,0.1678,0.6422,-0.7480,513.0351,138.4157
3087,217.0000,218.0000,50.0000,39,100,215,0.3137,0.5831,-0.7494,246.5522,138.5365
3090,304.2500,155.2500,50.0000,39,100,215,-0.0663,0.4274,-0.9016,535.2616,154.3755
3090,229.0000,191.7500,50.0000,39,100,215,0.1754,0.6522,-0.7375,513.0351,137.5150
3090,213.0000,219.5000,50.0000,39,100,215,0.3213,0.5790,-0.7493,234.5208,138.5318
3092,304.2500,155.2500,50.0000,39,100,215,-0.0663,0.4274,-0.9016,535.2616,154.3755
3092,229.0000,191.7500,50.0000,39,100,215,0.1754,0.6522,-0.7375,513.0351,137.5150
3092,213.0000,219.5000,50.0000,39,100,215,0.3213,0.5790,-0.7493,234.5208,138.5318
3093,304.2500,155.2500,50.0000,39,100,215,-0.0663,0.4274,-0.9016,535.2616,154.3755
3093,229.0000,191.7500,50.0000,39,100,215,0.1754,0.6522,-0.7375,513.0351,137.5150
3093,211.7500,220.0000,50.0000,39,100,215,0.3213,0.5790,-0.7493,234.5208,138.5318
3096,304.0000,154.5000,50.0000,39,100,215,-0.0579,0.4442,-0.8940,535.0598,153.3856
3096,229.0000,191.7500,50.0000,39,100,215,0.1754,0.6522,-0.7375,513.0351,137.5150
3096,211.7500,220.0000,50.0000,39,100,215,0.3213,0.5790,-0.7493,234.5208,138.5318
3103,306.0000,154.5000,50.0000,39,100,215,-0.0722,0.4103,-0.9091,535.2616,155.3778
3103,233.7500,189.2500,50.0000,39,100,215,0.1626,0.6419,-0.7493,520.4316,138.5325
3103,214.7500,218.2500,50.0000,39,100,215,0.3172,0.5939,-0.7394,255.8300,137.6792
3104,306.0000,154.5000,50.0000,39,100,215,-0.0722,0.4103,-0.9091,535.2616,155.3778
3104,236.2500,189.0000,50.0000,39,100,215,0.1626,0.6419,-0.7493,520.4316,138.5325
3104,217.2500,218.0000,50.0000,39,100,215,0.3112,0.5827,-0.7507,250.0400,138.6550
3108,303.7500,154.7500,50.0000,39,100,215,-0.0659,0.4285,-0.9011,535.2616,154.3084
3108,232.0000,189.5000,50.0000,39,100,215,0.1674,0.6457,-0.7450,512.1299,138.1578
3108,215.2500,218.2500,50.0000,39,100,215,0.3157,0.5911,-0.7422,254.8038,137.9228
3111,303.7500,154.7500,50.0000,39,100,215,-0.0659,0.4285,-0.9011,535.2616,154.3084
3111,232.0000,189.5000,50.0000,39,100,215,0.1674,0.6457,-0.7450,512.1299,138.1578
3111,215.2500,218.2500,50.0000,39,100,215,0.3157,0.5911,-0.7422,254.8038,137.9228
3118,307.5000,153.5000,50.0000,39,100,215,-0.0698,0.4107,-0.9091,535.0598,155.3811
3118,236.5000,188.7500,50.0000,39,100,215,0.1578,0.6368,-0.7547,527.0038,138.9970
3118,215.2500,218.2500,50.0000,39,100,215,0.3155,0.5912,-0.7422,256.5931,137.9233
3119,307.5000,153.5000,50.0000,39,100,215,-0.0698,0.4107,-0.9091,535.0598,155.3811
3119,240.7500,188.2500,50.0000,39,100,215,0.1578,0.6368,-0.7547,527.0038,138.9970
3119,223.5000,216.2500,50.0000,39,100,215,0.3059,0.5732,-0.7602,246.7002,139.4801
3122,300.7500,156.0000,50.0000,39,100,215,-0.0514,0.4513,-0.8909,540.8234,152.9838
3122,232.7500,191.2500,50.0000,39,100,215,0.1758,0.6484,-0.7408,506.0958,137.7969
3122,219.7500,218.7500,50.0000,39,100,215,0.3131,0.5616,-0.7659,229.1659,139.9849
3128,302.2500,155.7500,50.0000,39,100,215,-0.0562,0.4381,-0.8972,540.8234,153.7866
3128,230.5000,191.5000,50.0000,39,100,215,0.1736,0.6468,-0.7427,511.7538,137.9601
3128,216.0000,219.2500,50.0000,39,100,215,0.3219,0.5772,-0.7505,236.9810,138.6315
3129,302.2500,155.7500,50.0000,39,100,215,-0.0562,0.4381,-0.8972,540.8234,153.7866
3129,230.5000,191.5000,50.0000,39,100,215,0.1736,0.6468,-0.7427,511.7538,137.9601
3129,216.0000,219.2500,50.0000,39,100,215,0.3219,0.5772,-0.7505,236.9810,138.6315
3131,302.2500,155.7500,50.0000,39,100,215,-0.0562,0.4381,-0.8972,540.8234,153.7866
3131,230.5000,191.5000,50.0000,39,100,215,0.1736,0.6468,-0.7427,511.7538,137.9601
3131,216.0000,219.2500,50.0000,39,100,215,0.3219,0.5772,-0.7505,236.9810,138.6315
3136,305.2500,154.5000,50.0000,39,100,215,-0.0627,0.4309,-0.9002,535.0598,154.1843
3136,236.7500,189.5000,50.0000,39,100,215,0.1607,0.6312,-0.7588,518.2914,139.3547
3136,221.7500,216.5000,50.0000,39,100,215,0.3096,0.5801,-0.7534,250.8167,138.8893
3137,305.2500,154.5000,50.0000,39,100,215,-0.0627,0.4309,-0.9002,535.0598,154.1843
3137,236.7500,189.5000,50.0000,39,100,215,0.1607,0.6312,-0.7588,518.2914,139.3547
3137,221.2500,216.7500,50.0000,39,100,215,0.3096,0.5801,-0.7534,250.8167,138.8893
3141,305.2500,154.5000,50.0000,40,100,214,-0.0627,0.4309,-0.9002,535.0598,154.1843
3141,235.5000,189.5000,50.0000,40,100,214,0.1585,0.6283,-0.7616,518.2914,139.6080
3141,220.0000,216.7500,50.0000,40,100,214,0.3131,0.5871,-0.7465,256.8463,138.2845
3144,305.2500,154.5000,50.0000,40,100,214,-0.0627,0.4309,-0.9002,535.0598,154.1843
3144,237.7500,189.2500,50.0000,40,100,214,0.1585,0.6283,-0.7616,518.2914,139.6080
3144,222.2500,216.5000,50.0000,40,100,214,0.3080,0.5775,-0.7561,251.5949,139.1212
3145,305.2500,154.5000,50.0000,40,100,214,-0.0627,0.4309,-0.9002,535.0598,154.1843
3145,237.7500,189.2500,50.0000,40,100,214,0.1585,0.6283,-0.7616,518.2914,139.6080
3145,222.2500,216.5000,50.0000,40,100,214,0.3080,0.5775,-0.7561,251.5949,139.1212
3147,305.2500,154.5000,50.0000,40,100,214,-0.0627,0.4309,-0.9002,535.0598,154.1843
3147,237.7500,189.2500,50.0000,40,100,214,0.1585,0.6283,-0.7616,518.2914,139.6080
3147,222.2500,216.5000,50.0000,40,100,214,0.3080,0.5775,-0.7561,251.5949,139.1212
3149,307.0000,154.2500,50.0000,40,100,214,-0.0684,0.4146,-0.9074,535.0598,155.1499
3149,239.5000,189.0000,50.0000,40,100,214,0.1558,0.6262,-0.7640,524.8428,139.8150
3149,222.2500,216.5000,50.0000,40,100,214,0.3080,0.5775,-0.7561,251.5949,139.1212
3150,307.0000,154.2500,50.0000,40,100,214,-0.0684,0.4146,-0.9074,535.0598,155.1499
3150,239.5000,189.0000,50.0000,40,100,214,0.1558,0.6262,-0.7640,524.8428,139.8150
3150,222.2500,216.5000,50.0000,40,100,214,0.3080,0.5775,-0.7561,251.5949,139.1212
3152,301.7500,155.7500,50.0000,40,100,214,-0.0555,0.4401,-0.8963,540.8234,153.6696
3152,231.5000,191.0000,50.0000,40,100,214,0.1714,0.6429,-0.7466,510.0196,138.2935
3152,217.0000,219.0000,50.0000,40,100,214,0.3197,0.5748,-0.7532,239.4494,138.8719
3154,304.2500,154.0000,50.0000,40,100,214,-0.0615,0.4343,-0.8987,535.0598,153.9840
3154,232.7500,190.2500,50.0000,40,100,214,0.1712,0.6483,-0.7419,515.6452,137.8918
3154,218.2500,218.0000,50.0000,40,100,214,0.3148,0.5736,-0.7562,239.4494,139.1312
3155,304.2500,154.0000,50.0000,40,100,214,-0.0615,0.4343,-0.8987,535.0598,153.9840
3155,232.7500,190.2500,50.0000,40,100,214,0.1712,0.6483,-0.7419,515.6452,137.8918
3155,218.2500,218.0000,50.0000,40,100,214,0.3148,0.5736,-0.7562,239.4494,139.1312
3157,304.2500,154.0000,50.0000,40,100,214,-0.0615,0.4343,-0.8987,535.0598,153.9840
